Seq No       X      Y    X-Y
   802     -1     -1     -1
   803     -1     -1     -1
   804     -1     -1     -1
   805     -1     -1     -1
   806     -1     -1     -1
   807     -1     -1     -1
   808     -1     -1     -1
   809     -1     -1     -1
   810     -1     -1     -1
   811     -1     -1     -1
   812     -1     -1     -1
   813     -1     -1     -1
   814     -1     -1     -1
   815     -1     -1     -1
   816     -1     -1     -1
   817     -1     -1     -1
   818     -1     -1     -1
   819     -1     -1     -1
   820     -1     -1     -1
   821     -1     -1     -1
   822     -1     -1     -1
   823     -1     -1     -1
   824     -1     -1     -1
   825     -1     -1     -1
   826     -1     -1     -1
   827     -1     -1     -1
   828     -1     -1     -1
   829     -1     -1     -1
   830     -1     -1     -1
   831     -1     -1     -1
   832     -1     -1     -1
   833     -1     -1     -1
   834     -1     -1     -1
   835     -1     -1     -1
   836     -1     -1     -1
   837     -1     -1     -1
   838     -1     -1     -1
   839     -1     -1     -1
   840     -1     -1     -1
   841     -1     -1     -1
   842     -1     -1     -1
   843     -1     -1     -1
   844     -1     -1     -1
   845     -1     -1     -1
   846     -1     -1     -1
   847     -1     -1     -1
   848     -1     -1     -1
   849     -1     -1     -1
   850     -1     -1     -1
   851     -1     -1     -1
   852     -1     -1     -1
   853     -1     -1     -1
   854     -1     -1     -1
   855     -1     -1     -1
   856     -1     -1     -1
   857     -1     -1     -1
   858     -1     -1     -1
   859     -1     -1     -1
   860     -1     -1     -1
   861     -1     -1     -1
   862     -1     -1     -1
   863     -1     -1     -1
   864     -1     -1     -1
   865     -1     -1     -1
   866     -1     -1     -1
   867     -1     -1     -1
   868     -1     -1     -1
   869     -1     -1     -1
   870     -1     -1     -1
   871     -1     -1     -1
   872     -1     -1     -1
   873     -1     -1     -1
   874     -1     -1     -1
   875     -1     -1     -1
   876     -1     -1     -1
   877     -1     -1     -1
   878     -1     -1     -1
   879     -1     -1     -1
   880     -1     -1     -1
   881      3      4     -1
   882     -1     -1     -1
   883     -1     -1     -1
   884     -1     -1     -1
   885     -1     -1     -1
   886     -1     -1     -1
   887     13      7      6
   888     -1     -1     -1
   889     -1     -1     -1
   890      5      4      1
   891     -1     -1     -1
   892     -1     -1     -1
   893     -1     -1     -1
   894     -1     -1     -1
   895     -1     -1     -1
   896     -1     -1     -1
   897     -1     -1     -1
   898     -1     -1     -1
   899     -1     -1     -1
   900     -1     -1     -1
   901     -1     -1     -1
   902     -1     -1     -1
   903     -1     -1     -1
   904     -1     -1     -1
   905     -1     -1     -1
   906     -1     -1     -1
   907     -1     -1     -1
   908     -1     -1     -1
   909     -1     -1     -1
   910     -1     -1     -1
   911     -1     -1     -1
   912     -1     -1     -1
   913     -1     -1     -1
   914     -1     -1     -1
   915     -1     -1     -1
   916     -1     -1     -1
   917     -1     -1     -1
   918     -1     -1     -1
   919     -1     -1     -1
   920     -1     -1     -1
   921     -1     -1     -1
   922     -1     -1     -1
   923     -1     -1     -1
   924     -1     -1     -1
   925     -1     -1     -1
   926     -1     -1     -1
   927     -1     -1     -1
   928     -1     -1     -1
   929      9      4      5
   930      2      3     -1
   931     15      7      8
   932      5      4      1
   933     -1     -1     -1
   934     -1     -1     -1
   935     -1     -1     -1
   936     -1     -1     -1
   937     -1     -1     -1
   938      1     38    -37
   939     -1     -1     -1
   940     -1     -1     -1
   941     -1     -1     -1
   942     -1     -1     -1
   943     -1     -1     -1
   944     -1     -1     -1
   945     -1     -1     -1
   946     -1     -1     -1
   947     -1     -1     -1
   948     -1     -1     -1
   949     -1     -1     -1
   950     -1     -1     -1
   951     -1     -1     -1
   952     -1     -1     -1
   953     -1     -1     -1
   954     -1     -1     -1
   955     -1     -1     -1
   956     -1     -1     -1
   957     -1     -1     -1
   958     -1     -1     -1
   959     -1     -1     -1
   960     -1     -1     -1
   961     -1     -1     -1
   962     -1     -1     -1
   963     -1     -1     -1
   964     -1     -1     -1
   965     -1     -1     -1
   966     -1     -1     -1
   967     -1     -1     -1
   968     -1     -1     -1
   969     -1     -1     -1
   970     -1     -1     -1
   971     -1     -1     -1
   972     -1     -1     -1
   973     13     11      2
   974     -1     -1     -1
   975     -1     -1     -1
   976     -1     -1     -1
